"eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"201201230007","2012","1","23","","0","","75","Germany","8","Western Europe","Saxony-Anhalt","Magdeburg","52.130807","11.628878","1","0","","01/23/2012: Twelve cars that were about to be used by local police officers were burned in Magdeburg city, Saxony-Anhalt state, Germany. The value of the cars was approximated at $652,000. No group claimed responsibility for the incident.","0","1","1","1","2","Other Crime Type","0","1","0","7","Facility/Infrastructure Attack","",".","",".","3","Police","23","Police Patrol (including vehicles and convoys)","Saxony-Anhalt Police","Police Cars","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","652000","Twelve new vehicles were damaged in this attack.","0","","","","","","","","","","","","","",".","","There is doubt that this incident meets terrorism-related criteria. It is unclear whether the attack was carried out by a criminal gang.","12 police cars burnt down in Germany, Indo-Asian News Service, January 24, 2012.","Arson attack destroy 12 police cars in east Germany, Xinhua News Agency, January 23, 2012.","","START Primary Collection","-9","-9","0","-9",""
"201201250008","2012","1","25","","0","","96","Ireland","8","Western Europe","Dublin","Killinarden","53.275734","-6.384401","1","0","","01/25/2012: A pipe bomb was found outside a civilian's house in Tallaght town, South Dublin county, Ireland. The explosive device was defused. No group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","Home","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Bomb defused, The Irish News, January 27, 2012.","SIX BOMBS MADE SAFE BY ARMY;  CRIME, The Mirror, January 27, 2012.","Army makes safe explosive device in Tallaght, RTE News, January 26, 2012.","START Primary Collection","-9","-9","0","-9",""
"201201310025","2012","1","31","","0","","91","Iceland","8","Western Europe","Reykjavik North","Reykjavik","64.135338","-21.89521","1","0","Near Government Offices","01/31/2012: An explosive device detonated near government offices in Reykjavik city, Reykjavik North Constituency, Iceland. The explosive device was partially detonated by a robot meant to deactivate it. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","2","Government (General)","21","Government Building/Facility/Office","Government of Iceland","Offices: Hverfisgata 4 and 4A","91","Iceland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","An explosive device consisting of a gasoline container, a percussion cap, and a battery were used in the attack.","0","0","0","0","0","0","-9","",".","","It is unknown if any property was damaged in this attack.","0","","","","","","","","","","","","","",".","","A witness saw a chubby, short, middle-aged man fleeing the scene where the explosive device was found.","Icelandic Police Seeking Person Who Planted Bomb Near Government Offices, mbl.is, February 1, 2012.","","","START Primary Collection","-9","-9","0","-9",""
"201202250024","2012","2","25","","0","","78","Greece","8","Western Europe","Attica","Athens","37.983715","23.72931","1","0","Incident occurred at the Egaleo train station.","02/25/2012: An explosive device was found under a seat in a subway train and defused at Egaleo train station, Athens city, Attica region, Greece. The Urban Guerrilla War claimed responsibility for the attack. The February 12 Movement also claimed responsibility, stating that they targeted the train to protest transportation costs and other austerity measures.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","19","Transportation","100","Train/Train Tracks/Trolley","Unknown","Subway Train","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Urban Guerrilla War","","February 12 Movement","","","40017","40018","","","One of the groups to claim responsibility for the attack, the February 12 Movement, stated that they targeted the train to protest increasing transportation costs and other austerity measures.","0","0","","-99","0","1","2","Call (post-incident)","1","7","Posted to website, blog, etc.","","",".","1","6","Explosives/Bombs/Dynamite","14","Time Fuse","",".","",".","",".","",".","",".","",".","A timed homemade explosive device consisting of four liters of flammable liquid, batteries, wires, and switches and planted inside a metal cylinder was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","One of the groups to claim responsibility for the bomb, Urban Guerrilla War, asserted that more attacks were to follow.","Greek Police Say Explosive Device Found at Metro Station Had Been Activated, ANA-MPA, February 26, 2012.","Second Greek guerrilla group claims responsibility for gas canister scare, Xinhua News Agency, April 1, 2012.","Greek Authorities Release Image of Metro Bomb, Kathimerini Online, March 1, 2012.","START Primary Collection","0","0","0","0",""
"201202290013","2012","2","29","","0","","78","Greece","8","Western Europe","Attica","Parieus","37.942879","23.64705","1","0","","02/29/2012: An explosive device detonated near a shipping supply company in Kaminia district, Parieus city, Attica region, Greece. There were no casualties, but surrounding buildings were damaged. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","1","Business","5","Industrial/Textiles/Factory","Unknown","Shipping Supply Company","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","An explosive device consisting of a slow-burning fuse surrounded by a vast amount of explosive material was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The building housing of the supplier, surrounding buildings and shops were damaged in this attack.","0","","","","","","","","","","","","","",".","","","No casualties as home-made   device explodes   at Greek company, Athens News Agency-Macedonian Press Agency website, Athens, February 29, 2012.","Bomb explosion at ship supply company in Kaminia, Athens News Agency, February 29, 2012.","","START Primary Collection","-9","-9","0","-9",""
"201203040025","2012","3","4","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Londonderry","54.996612","-7.308575","1","0","","03/04/2012: Four mortars primed for launch were discovered in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The mortars targeted a police station but were dismantled before they could be launched. No group claimed responsibility for the incident; however, authorities attributed the attack to dissident republicans.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","3","Police","22","Police Building (headquarters, station, school)","Police Service of Northern Ireland (PSNI)","Police Station","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Dissident Republicans","","","","","40150","","","","","0","","","-99","3","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","11","Projectile (rockets, mortars, RPGs, etc.)","",".","",".","",".","",".","",".","",".","Four mortars were used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","North Irish Politicians Praise Police for Foiling Alleged 'New IRA' Mortar Plot, Guardian.co.uk, March 4, 2012.","","","START Primary Collection","0","0","1","1",""
"201203090006","2012","3","9","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.597285","-5.93012","1","0","The incident occurred at a home on Invernook Drive in East Belfast.","03/09/2012: An explosive device detonated at a house in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for this attack, but police suspected the Ulster Volunteer Force.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","68","Named Civilian","Not Applicable","Civilian: James Hamilton","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Ulster Volunteer Force (UVF)","","","","","629","","","","","1","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The front door and the interior of the building were damaged in this attack.","0","","","","","","","","","","","","","",".","","","My son is target for UVF, says father after pipe-  bomb blast, Belfast Telegraph, March 12, 2012.","UVF targeting my son says father after   bomb attack   - Loyalists blamed for   explosion   at house, The Irish News, March 12, 2012.","GUNS FOUND AS UVF FEUD FEARS GROW, Sunday Mirror, March 11, 2012.","START Primary Collection","0","0","1","1",""
"201203090007","2012","3","9","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.597285","-5.93012","1","0","The incident occurred at a car on Tamar Street in East Belfast.","03/09/2012: An explosive device was thrown into a car on Tamar Street in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for this attack, but police suspected the Ulster Volunteer Force.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","73","Vehicles/Transportation","Not Applicable","Car","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Ulster Volunteer Force (UVF)","","","","","629","","","","","1","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The window of the vehicle was shattered and the back seat was damaged in this attack.","0","","","","","","","","","","","","","",".","","","EAST BELFAST has seen three incidents of   bombing attacks   in the last week -- a fourth suspicious device found this Tuesday is reported to have been a false alarm., Belfast Telegraph, March 15, 2012.","GUNS FOUND AS UVF FEUD FEARS GROW, Sunday Mirror, March 11, 2012.","Belfast blasts;  NEWS IN BRIEF, The Sunday Times (London), March 11, 2012.","START Primary Collection","0","0","1","1",""
"201203090021","2012","3","9","","0","","78","Greece","8","Western Europe","Attica","Athens","37.958972","23.726932","1","0","The incident occurred in the Neos Kosmos area.","03/09/2012: Assailants threw a grenade at a Eurobank in Athens, Attica region, Greece. The bank building was slightly damaged. No group claimed responsibility for this attack.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","1","Business","3","Bank/Commerce","Eurobank","Branch","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","7","Grenade","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The Eurobank building was received minor damage.","0","","","","","","","","","","","","","",".","","","Grenade explodes outside bank in Athens, Athens News Agency, March 9, 2012.","","","START Primary Collection","-9","-9","0","-9",""
"201203110021","2012","3","11","","0","","69","France","8","Western Europe","Languedoc-Roussillon-Midi-Pyrénées","Toulouse","43.604652","1.444209","1","0","","03/11/2012: A soldier was shot and killed in Toulouse, Midi-Pyrenees region, France. The soldier was off-base and out of uniform when the attack occurred. Mohammed Merah, a French citizen of Algerian descent, claimed responsibility for this attack; however, there are conflicting reports as to his group affiliation.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","4","Military","34","Military Personnel (soldiers, troops, officers, forces)","French Army","Soldier","69","France","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","Jund al-Khilafa","","","20202","40023","","","While the specific motive behind Mohammed Merah's shooting and killing of a French soldier is unknown, the attack was part of a string of attacks during which Mera claimed to have acted in order to avenge Palestinian children.","0","0","","1","0","1","8","Personal claim","1","7","Posted to website, blog, etc.","","",".","1","5","Firearms","3","Handgun","",".","",".","",".","",".","",".","",".","A .45 caliber pistol was used in the attack.","1","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","This was one of three attacks claimed by Mohammed Merah, which took place over the course of nine days. The related attacks are 201203150003 and 201203190009. Merah was a self-proclaimed Al-Qa`ida militant, however Jund al-Khilafa, a group originating in Kazakhstan, claimed that Merah was one of their agents.","French investigators launch probe over leaked gunman tapes, Agence France Presse, July 11, 2012.","Leaked recordings of suspected Toulouse terrorist prompt uproar, investigation, Associated Press Newswires, July 9, 2012.","Same gun used in Jewish school, soldier attacks: police, Agence France Presse, March 19, 2012.","START Primary Collection","1","1","0","1",""
"201203120009","2012","3","12","","0","","21","Belgium","8","Western Europe","Brussels","Brussels","50.85034","4.35171","1","0","Occurred at the Rida Islamic Center near the Brussels South railway station","03/12/2012: A man threw a firebomb at the Rida Islamic Center in Brussels city, Brussels region, Belgium. The imam of the mosque was killed and another person injured in the attack. The perpetrator, a Sunni, stated that he attacked the Shiite mosque because he blamed Shiites for the ongoing violence in Syria.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","15","Religious Figures/Institutions","85","Religious Figure","Rida Shiite Mosque","Imam: Abdallah Dadou","21","Belgium","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","","","","20202","","","","The man who claimed responsibility for setting fire to the mosque said he did so because he wanted to scare the Shiite community, whom he saw as responsible for the violence in Syria.","0","","","1","1","1","8","Personal claim","","",".","","",".","","8","Incendiary","20","Gasoline or Alcohol","9","Melee","23","Knife or Other Sharp Object","",".","",".","",".","",".","A knife, an axe, and petrol were used in the attack.","1","0","0","1","0","0","1","3","Minor (likely < $1 million)","-99","The mosque was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Belgium's Muslims in shock after deadly mosque   arson, Agence France Presse -- English, March 13, 2012.","Axe-wielding arsonist kills imam in Brussels mosque, Agence France Presse -- English, March 13, 2012.","Belgian Minister Suggests Inter-Religious Strife To Blame for Mosque Arson, AFP (North European Service), March 13, 2012.","START Primary Collection","-9","-9","0","-9",""
"201203120023","2012","3","12","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.598202","-5.933659","1","0","","03/12/2012: An explosive device was found under a car in Belfast city, Belfast district, Northern Ireland, United Kingdom. The device was safely defused by police, and no group claimed responsibility for this incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","73","Vehicles/Transportation","Not Applicable","Vehicle","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb placed under a car was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Families flee after explosive device found, Belfast Telegraph, March 13, 2012.","","","START Primary Collection","-9","-9","1","1",""
"201203150003","2012","3","15","","0","","69","France","8","Western Europe","Languedoc-Roussillon-Midi-Pyrénées","Montauban","44.016079","1.35295","1","0","","03/15/2012: Three uniformed soldiers were shot and killed in Montauban town, Midi-Pyrenees region, France. The soldiers were attacked while they stood in line at a cash machine. Mohammed Merah , a French citizen of Algerian descent, claimed responsibility for this incident, but are conflicting reports over his group affiliation.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","4","Military","34","Military Personnel (soldiers, troops, officers, forces)","French Army","17th Parachute Engineer Regiment","69","France","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","Jund al-Khilafa","","","20202","40023","","","Mohammed Merah, when claiming responsibility for the shooting and killing of three French soldiers in Montauban, stated that he acted in order to avenge Palestinian children.","0","0","","1","0","1","8","Personal claim","1","7","Posted to website, blog, etc.","","",".","1","5","Firearms","3","Handgun","",".","",".","",".","",".","",".","",".","A .45 caliber pistol was used in the attack.","3","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","This was one of three attacks claimed by Mohammed Merah, which took place over the course of nine days. The related attacks are 201203190009 and 201203110021. Merah was a self-proclaimed Al-Qa`ida militant, however Jund al-Khilafa, a group originating in Kazakhstan, claimed that Merah was one of their agents.","French investigators launch probe over leaked gunman tapes, Agence France Presse, July 11, 2012.","Leaked recordings of suspected Toulouse terrorist prompt uproar, investigation, Associated Press Newswires, July 9, 2012.","Same gun used in Jewish school, soldier attacks: police, Agence France Presse, March 19, 2012.","START Primary Collection","1","1","0","1",""
"201203190009","2012","3","19","","0","","69","France","8","Western Europe","Languedoc-Roussillon-Midi-Pyrénées","Toulouse","43.604652","1.444209","1","0","The incident occurred at Ozar Hatorah school.","03/19/2012: Four people, including children, were shot and killed outside a Jewish school in Toulouse city, Midi-Pyrenees region, France. Mohammed Merah, a French citizen of Algerian descent, claimed responsibility for the attack, stating that it was carried out in order to avenge Palestinian children. There are conflicting reports as to Merah's group affiliation.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","8","Educational Institution","48","Teacher/Professor/Instructor","Ozar Hatorah Jewish School","Rabbi","69","France","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","Jund al-Khilafa","","","20202","40023","","","When Mohammed Merah claimed responsibility for the attack on the Jewish school, he stated that it was meant to avenge the deaths of Palestinian children and retaliate against the French army's involvement in Afghanistan.","0","0","","1","0","1","8","Personal claim","1","7","Posted to website, blog, etc.","","",".","1","5","Firearms","3","Handgun","",".","",".","",".","",".","",".","",".","A .45 caliber pistol was used in the attack.","4","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","This was one of three attacks claimed by Mohammed Merah, which took place over the course of nine days. The related attacks are 201203150003 and 201203110021. Merah was a self-proclaimed Al-Qa`ida militant, however Jund al-Khilafa, a group originating in Kazakhstan, claimed that Merah was one of their agents.","French investigators launch probe over leaked gunman tapes, Agence France Presse, July 11, 2012.","Leaked recordings of suspected Toulouse terrorist prompt uproar, investigation, Associated Press Newswires, July 9, 2012.","French gunmen dead as Toulouse siege ends -media, Reuters News, March 22, 2012.","START Primary Collection","1","1","0","1",""
"201203210015","2012","3","21","","0","","69","France","8","Western Europe","Ile-de-France","Paris","48.856614","2.352222","1","0","Occurred outside Indonesian embassy on Rue Cortambert in 16th arrondissement","03/21/2012: An explosive device detonated under the windows of the Indonesian Embassy in Paris, Ille-de-France region, France. There were no casualties, but several cars and the embassy building were damaged. No group claimed responsibility for this attack; however, authorities attributed it to Frederic C. Jean Salvi, a French citizen. Authorities further stated that the attack may have been meant as a warning to Indonesia to cease security crackdowns in the country, which have affected Islamic militants in recent years.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","7","Government (Diplomatic)","46","Embassy/Consulate","Indonesian Ministry of Foreign Affairs","Embassy","93","Indonesia","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","","","","20202","","","","The specific motive is unknown; sources speculated, however, that the perpetrator attacked the Indonesian Embassy to threaten Indonesia into halting anAmerican and Australian security operation against the perpetrator's fellow group members.","0","","","1","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","9","Letter Bomb","",".","",".","",".","",".","",".","",".","A package containing an explosive device constructed from a canister and wires was used in the attack.","0","0","0","0","0","0","1","4","Unknown","-99","Several vehicles, windows, and the Indonesian embassy were damaged in this attack.","0","","","","","","","","","","","","","",".","","Authorities suspect Salvi may be a part of Ansyaad Mbai, a French-based terrorist group.","Indonesia blames French-based group for embassy blast, Agence France Presse -- English, March 29, 2012.","Frenchman suspected in Indonesian embassy blast, The Associated Press, March 29, 2012.","BRIEF: Parcel   bomb explodes   outside Indonesian embassy in Paris, DPA (Berlin), March 21, 2012.","START Primary Collection","-9","-9","1","1",""
"201203240026","2012","3","24","","0","","78","Greece","8","Western Europe","Attica","Athens","37.983962","23.728752","1","0","Incident occurred in the Hymettus area","03/24/2012: An explosive device made from gas canisters detonated outside the Information Society Department building in Hymettus area, Athens city, Attica region, Greece. No one was injured in the blast; however, minor damage was caused to the building. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","2","Government (General)","21","Government Building/Facility/Office","Greek Ministry of Interior","Information Society Department Building","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","20","Gasoline or Alcohol","",".","",".","",".","",".","",".","",".","An incendiary device constructed from camping gas canisters was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The Interior Ministry building was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Homemade Device Causes Minor Damage at Interior Ministry Building in Athens, Kathimerini Online, March 25, 2012.","","","START Primary Collection","-9","-9","0","-9",""
"201203240027","2012","3","24","","0","","78","Greece","8","Western Europe","Western Greece","Agrinio","38.623024","21.409713","1","0","","03/24/2012: Assailants started a fire outside the home of Panhellenic Socialist Movement (PASOK) member of parliament (MP) Sofia Giannaka in Agrinio town, West Greece region, Greece. No one was injured and nothing was damaged in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","7","Facility/Infrastructure Attack","",".","",".","2","Government (General)","15","Politician or Political Party Movement/Meeting/Rally","Hellenic Parliament","Member: Sophia Giannaka","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Homemade Device Causes Minor Damage at Interior Ministry Building in Athens, Kathimerini Online, March 25, 2012.","","","START Primary Collection","-9","-9","0","-9",""
